it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Super Charger,BoreX Stroke,Compression Ratio,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Front Tread,Rear Tread,Ground Clearance Unladen,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Diesel,SUV,"20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2020,7799,W7,₹ 13 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Diesel,7 Seats,"20,000 Kms",First Owner,2179 cc,Manual,2020,UP21,15.1 kmpl,2179 CC,152.87bhp,360Nm,,7,Others,mHawk155 Diesel Engine,2179,152.87bhp@3750rpm,360Nm@1750-2800rpm,4.0,4.0,Direct Injection,Yes,DOHC,No,,16.5:1,4585mm,1890mm,1785mm,2700mm,1625,2510kg,1600mm,1600mm,,,,,,,,,,,,,,6 Speed,FWD,7,Power,Ventilated Disc,Disc,Tubeless Tyres,,5,,5.6 metres,,,Delhi
0,Diesel,SUV,"60,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2017,1444,1.6 CRDi AT SX Plus,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1582 cc,Automatic,2017,PH65,17.01 kmpl,1582 CC,126.2bhp,259.9Nm,17,5,Black,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDi,Yes,DOHC,No,,,4270mm,1780mm,1630mm,2590mm,1320,,,,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,5.3 metres,190 Kmph,10.5 Seconds,Delhi
0,Petrol,Hatchback,"36,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,6779,Zeta,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Third Party,Petrol,5 Seats,"36,000 Kms",First Owner,1197 cc,Manual,2018,DL3C,21.01 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,865-890,1340kg,1505mm,1515mm,,,,,,,,,,,,,,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,4.9,,12.36 seconds,Delhi
0,Petrol,Hatchback,"44,559",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1544,AT Asta,₹ 4.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Third Party insurance,Petrol,5 Seats,"44,559 Kms",First Owner,1197 cc,Automatic,2015,DL8C,18.9 kmpl,1197 CC,82bhp,114Nm,14,5,Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3765mm,1660mm,1520mm,2425mm,935kg,,1479mm,1493mm,,,,,,,,,,,,,,4 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,163 Kmph,14.9 Seconds,Delhi
0,Petrol,SUV,"10,000",Manual,1,1st Owner,MG,MG Hector Plus,2022,7908,Sharp Hybrid MT,₹ 20.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,6 Seats,"10,000 Kms",First Owner,1451 cc,Manual,2022,UP16,14.025 kmpl,1451 CC,141bhp,250nm,18,6,Others,1.5L Turbocharged Intercooled,1451,141bhp@5000rpm,250nm@1600-3600rpm,4.0,4.0,,YES,,,,,4720mm,1835mm,1760mm,2750mm,1775,,,,192mm,,,,,,,,,,,,,6-speed,,6,,Disc,Disc,"Tubeless, Radial",18,5,155 L,,,,Delhi
0,Petrol,Hatchback,"37,587",Manual,1,1st Owner,Tata,Tata Altroz,2021,8118,XM plus BSVI,₹ 6.27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2021,Comprehensive,Petrol,5 Seats,"37,587 Kms",First Owner,1199 cc,Manual,2021,Hr22,19.33 kmpl,1199 CC,86.83bhp,113Nm,,5,Grey,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,No,,,,,3990mm,1755,1523,2501,1036,,,,,,,,,,,,,,,,,5-Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",,5,345,5.0,,,Delhi
0,Petrol,Sedan,"90,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,1156,SX i VTEC,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Petrol,5 Seats,"90,000 Kms",First Owner,1198 cc,Manual,2016,HR13,17.8 kmpl,1198 CC,86.7bhp,109Nm,,5,White,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,MPFi,No,SOHC,No,,,3990mm,1680mm,1505mm,2405mm,965kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.5 metres,160 Kmph,15 Seconds,Delhi
0,Petrol,Hatchback,"73,786",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1591,Magna 1.2,₹ 1.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2010,Comprehensive,Petrol,5 Seats,"73,786 Kms",First Owner,1197 cc,Manual,2010,UP15,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Grey,Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC ,No,71 x 75.6 mm,10.5:1 ,3585mm,1595mm,1550mm,2380mm,930,,1400mm,1385mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,Delhi
0,Petrol,Sedan,"50,000",Automatic,1,1st Owner,Toyota,Toyota Corolla Altis,2009,6151,1.8 VL AT,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"50,000 Kms",First Owner,1794 cc,Automatic,2009,DD4L,14.53 kmpl,1794 CC,138.1bhp,173Nm,15,5,Silver,DOHC Dual VVT-i Petrol En,1794,138.1bhp@6400rpm,173Nm@4000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,DOHC,No,,,4620mm,1776mm,1475mm,2700mm,1370,,1530mm,1535mm,,,,,,,,,,,,,,7 Speed,FWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",15,4,475-litres,5.3 metres,205km/hr,10.42Seconds,Delhi
0,Petrol,Hatchback,"22,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,7084,VXI,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2018,Third Party insurance,Petrol,5 Seats,"22,000 Kms",First Owner,1197 cc,Manual,2018,HR26,21.21 kmpl,1197 CC,81.80bhp,113Nm,,5,Grey,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,DOHC,No,73 x 72 mm,,3840mm,1735mm,1530mm,2450mm,855-885,1315kg,1530mm,1530mm,,,,,,,,,,,,,,5,FWD,5,Electric,Disc,Drum,Tubeless,,5,268,4.8 Meters,,12.71s,Delhi
0,Petrol,Hatchback,"38,103",Automatic,1,1st Owner,Maruti,Maruti Baleno,2019,6780,Alpha CVT,₹ 7.43 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2019,Comprehensive,Petrol,5 Seats,"38,103 Kms",First Owner,1197 cc,Automatic,2019,UP16,19.56 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,910-935,1360kg,1515mm,1525mm,,,,,,,,,,,,,,CVT,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,4.9,,12.36 seconds,Delhi
0,Petrol,Hatchback,"15,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2022,7586,Zeta BSVI,₹ 6.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2022,Third Party insurance,Petrol,5 Seats,"15,000 Kms",First Owner,1197 cc,Manual,2022,HR26,20.89 kmpl,1197 CC,81.80bhp,113Nm,15,5,White,VVT,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,,,,,,,3700mm,1690,1595,2435,840-865,,,,,,,,,,,,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,260,4.7,,,Delhi
0,Diesel,MUV,"69,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2018,2406,2.8 GX AT BSIV,₹ 17 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2018,Comprehensive,Diesel,7 Seats,"69,000 Kms",First Owner,2755 cc,Automatic,2018,DL2C,11.36 kmpl,2755 CC,171.5bhp,360Nm,16,7,Brown,1-GD FTV Engine,2755,171.5bhp@3400rpm,360Nm@1200-3400rpm,4.0,4.0,Direct Injection,Yes,DOHC,No,3.62 X 4.08 mm,,4735mm,1830mm,1795mm,2750mm,1830kg,2450kg,1540mm,1540mm,,,,,,,,,,,,,,6 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,,5.4 meters,,,Delhi
0,Petrol,Hatchback,"48,327",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2013,1542,Asta,₹ 3.59 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2013,Comprehensive,Petrol,5 Seats,"48,327 Kms",Second Owner,1197 cc,Manual,2013,HR51,18.9 kmpl,1197 CC,82bhp,114Nm,14,5,Orange,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3765mm,1660mm,1520mm,2425mm,935kg,,1479mm,1493mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Zen Estilo,2008,5765,1.1 LXI BSIII,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2008,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1061 cc,Manual,2008,,18.2 kmpl,1061 CC,64bhp,84Nm,13,5,Others,"1.1L, 4-Cyl, F10D Petrol",1061,64bhp@6200rpm,84Nm@3500rpm,4.0,4.0,MPFi,No,,No,,,,,,,875,,,,,,,,,,,,,,,,,5 Speed,2WD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,5,,4.6 m,130 kmph,16.26 seconds,Delhi
0,Petrol,SUV,"38,967",Manual,1,1st Owner,Kia,Kia Seltos,2020,7112,GTX Plus,₹ 11.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2020,Third Party insurance,Petrol,5 Seats,"38,967 Kms",First Owner,1353 cc,Manual,2020,UP14,16.5 kmpl,1353 CC,138.08bhp,242nm,17,5,Grey,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,GDi,Yes,,,,,4315mm,1800mm,1645mm,2610mm,1515,,,,,,,,,,,,,,,,,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",17,5,433,,,,Delhi
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7114,HTK Diesel,₹ 13.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2020,Comprehensive,Diesel,5 Seats,"50,000 Kms",First Owner,1493 cc,Manual,2020,DL2C,20.8 kmpl,1493 CC,113.43bhp,250nm,,5,White,1.5 L CRDi VGT,1493,113.43bhp@4000rpm,250nm@1500-2750rpm,4.0,4.0,CRDi,Yes,,,,,4315mm,1800mm,1645mm,2610mm,1465,,,,,,,,,,,,,,,,,6-Speed,FWD,5,Electric,Disc,Disc,"Tubeless, Radial",,5,433,,,,Delhi
0,Petrol,Hatchback,"33,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,6776,Alpha,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Comprehensive,Petrol,5 Seats,"33,000 Kms",First Owner,1197 cc,Manual,2016,DL9C,21.01 kmpl,1197 CC,81.80bhp,113Nm,R16,5,Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,865-890,1340kg,1505mm,1515mm,,,,,,,,,,,,,,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,4.9,,12.36 seconds,Delhi
0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Toyota,Toyota Etios,2014,2204,G,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Petrol,5 Seats,"70,000 Kms",First Owner,1496 cc,Manual,2014,DL14,16.78 kmpl,1496 CC,88.73bhp,132Nm,15,5,White,Petrol Engine,1496,88.73bhp@5600rpm,132Nm@3000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,DOHC,No,,,4265mm,1695mm,1510mm,2550mm,935kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc ,Drum,"Tubeless,Radial",15,4,595-litres,4.9 metres,,,Delhi
0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2006,4336,LXI,"₹ 90,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2006,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Third Owner,998 cc,Manual,2006,GJ01,18.9 kmpl,998 CC,67.1bhp,90Nm,13,5,Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,,No,,,3595mm,1475mm,1700mm,2400mm,870kg,1350kg,1295mm,1290mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,4.6metres,,,Delhi
0,Diesel,SUV,"72,000",Automatic,1,1st Owner,Isuzu,Isuzu MU-X,2018,5734,4X4,₹ 16.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2018,Comprehensive,Diesel,7 Seats,"72,000 Kms",First Owner,2999 cc,Automatic,2018,DL8C,13.8 kmpl,2999 CC,175bhp,380nm,17,7,White,Isuzu Ddi VGS TurboEngine,2999,175bhp@3600rpm,380nm@1800-2800rpm,4.0,4.0,CRDi,Yes,DOHC,No,95.4X104.9,17.5:1,4825mm,1860mm,1840mm,2845mm,2750kgs,,1570mm,1570mm,,,,,,,,,,,,,,5,4WD,7,Power,Ventilated Disc,Disc,Tubeless,17,5,,5.8m,,,Delhi
0,Petrol,SUV,"58,511",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,₹ 8.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2017,Comprehensive,Petrol,5 Seats,"58,511 Kms",First Owner,1591 cc,Manual,2017,HR26,15.29 kmpl,1591 CC,121.3bhp,151Nm,,5,Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFI,No,DOHC,No,,,4270mm,1780mm,1630mm,2590mm,"1,300",,,,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,400-litres,5.3 metres,165 Kmph,10.5 Seconds,Delhi
0,Diesel,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"60,000 Kms",First Owner,1248 cc,Manual,2014,,23.4 kmpl,1248 CC,74bhp,190Nm,14,5,Gray,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,CRDI,Yes,,No,69.6 X 82 mm,17.6:1,3995mm,1695mm,1555mm,2430mm,1060kg,1505kg,1485mm,1495mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,4.8metres,,,Delhi
0,Diesel,SUV,"40,000",Manual,3,3rd Owner,Mahindra,Mahindra Scorpio,2019,6116,S7 140 BSIV,₹ 12.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2019,Third Party insurance,Diesel,7 Seats,"40,000 Kms",Third Owner,2179 cc,Manual,2019,UP14,16.36 kmpl,2179 CC,140bhp,320Nm,,7,White,mHawk Diesel Engine,2179,140bhp@3750rpm,320Nm@1500-2800rpm,4.0,4.0,CRDi,Yes,DOHC,No,,,4456mm,1820mm,1995mm,2680mm,1785,2510kg,,,,,,,,,,,,,,,,6 Speed,RWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",,5,460,5.4 metres,163.81kmph,11.68 Seconds,Delhi
0,Petrol,Hatchback,"43,500",Manual,1,1st Owner,Maruti,Maruti Swift,2019,4160,LXI BSIV,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,Petrol,5 Seats,"43,500 Kms",First Owner,1197 cc,Manual,2019,HR51,22 kmpl,1197 CC,81.80bhp,113Nm,,5,Blue,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,,No,73 x 72 mm,,3840mm,1735mm,1530mm,2450mm,855kg,1315kg,1530mm,1530mm,,,,,,,,,,,,,,5,FWD,5,Power,Disc,Drum,Tubeless,,5,268,4.8 Meters,,,Delhi
0,Petrol,Sedan,"68,192",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2019,4224,VXi,₹ 6.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Comprehensive,Petrol,5 Seats,"68,192 Kms",First Owner,1298 cc,Manual,2019,HR51,17.5 kmpl,1298 CC,85.8bhp,114Nm,14,5,Grey,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,SOHC,No,74 x 75.5 mm,9.0:1,4160mm,1690mm,1530mm,2390mm,1025kg,,1470mm,1480mm,,,,,,,,,,,,,,5 Speed,2 WD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,4.7m,,,Delhi
0,Diesel,SUV,"1,00,000",Manual,3,3rd Owner,Mahindra,Mahindra XUV500,2017,3812,W6 1.99 mHawk,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,7 Seats,"1,00,000 Kms",Third Owner,1997 cc,Manual,2017,DL10,16 kmpl,1997 CC,140bhp,320Nm,,7,Others,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,Direct Injection,Yes,DOHC,No,,,4585mm,1890mm,1785mm,2700mm,1890,2510kg,,,,,,,,,,,,,,,,6 Speed ,FWD,7,Power,Disc,Disc,"Tubeless,Radial",,5,720-litres,5.6 metres,185 Kmph,10 Seconds,Delhi
0,Diesel,Hatchback,"74,872",Manual,1,1st Owner,Honda,Honda Jazz,2015,1345,1.5 V i DTEC,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2016,Comprehensive,Diesel,5 Seats,"74,872 Kms",First Owner,1498 cc,Manual,2015,DL8C,27.3 kmpl,1498 CC,98.6bhp,200Nm,15,5,Alabaster Silver Metallic,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,,Yes,DOHC,No,,,3955mm,1694mm,1544mm,2530mm,1155kg,,,,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless, Radial",15,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
0,Diesel,MUV,"47,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2019,8193,2.4 GX 7 STR,₹ 17.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Comprehensive,Diesel,7 Seats,"47,000 Kms",First Owner,2393 cc,Manual,2019,HR51,12 kmpl,2393 CC,148bhp,343Nm,16,7,Grey,2.4L Diesel Engine,2393,148bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,CRDi,Yes,DOHC,,,,4735,1830,1795,2750,1855,2430,1540,1540,,,,,,,,,,,,,,5 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",16,5,300,5.4,,,Delhi
0,Petrol,SUV,"9,000",Manual,1,1st Owner,Maruti,Maruti Brezza,2022,9186,Zxi Plus DT BSVI,₹ 12.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2022,Third Party,Petrol,5 Seats,"9,000 Kms",First Owner,1462 cc,Manual,2022,HR26,19.89 kmpl,1462 CC,101.65bhp,136.8Nm,16,5,Brown,K15C Smart Hybrid,1462,101.65bhp@6000rpm,136.8Nm@4400rpm,4.0,4.0,,,,,,,3995,1790,1685,2500,1195,,,,,,,,,,,,,,,,,5-Speed,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",16,5,328,,,,Delhi
0,Petrol,Hatchback,"31,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2019,7140,1.0 MPI Highline Plus BSIV,₹ 6.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Comprehensive,Petrol,5 Seats,"31,000 Kms",First Owner,999 cc,Manual,2019,DL9C,18.78 kmpl,999 CC,75bhp,95Nm,16,5,White,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,MPFI,No,DOHC,No,74.5x76.4 mm,10.5:1,3971mm,1682mm,1469mm,2469mm,1044Kg,1500Kg,1460mm,1456mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,280,4.97 metres,,,Delhi
0,Petrol,Hatchback,"33,709",Manual,2,2nd Owner,Tata,Tata Tiago,2018,2971,1.2 Revotron XE,₹ 3.99 Lakh,₹ 4.15 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2018,Comprehensive,Petrol,5 Seats,"33,709 Kms",Second Owner,1199 cc,Manual,2018,UP16,23.84 kmpl,1199 CC,84bhp,114Nm,,5,Others,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,MPFi,No,DOHC,No,77 X 85.8 mm,10.8:1,3746mm,1647mm,1535mm,2400mm,940kg,,1400mm,1420mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,242-litres,4.9 meters,150 kmph,14.3 Seconds,Delhi
0,Petrol,Hatchback,"1,23,617",Manual,1,1st Owner,Maruti,Maruti Ignis,2018,5556,1.2 Alpha BSIV,₹ 3.87 Lakh,₹ 4.16 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2018,Comprehensive,Petrol,5 Seats,"1,23,617 Kms",First Owner,1197 cc,Manual,2018,UP80,20.89 kmpl,1197 CC,81.80bhp,113Nm,15,5,Silver,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,SOHC,No,,,3700mm,1690mm,1595mm,2435mm,825,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",15,5,260-litres,4.7 m,,,Delhi
0,Diesel,Sedan,"31,000",Automatic,1,1st Owner,Audi,Audi A6,2015,61,35 TDI Technology,₹ 14.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2015,Comprehensive,Diesel,5 Seats,"31,000 Kms",First Owner,1968 cc,Automatic,2015,DL1C,17.68 kmpl,1968 CC,174.33bhp,380Nm,17,5,White,TDI Diesel Engine,1968,174.33bhp@3750-4200rpm,380Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,DOHC,No,,,4915mm,2086mm,1455mm,2912mm,1660kg,2165kg,1627mm,1618mm,,,,,,,,,,,,,,8 Speed,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,530-litres,5.95 metres,222 Kmph,8.2 Seconds,Delhi
0,Cng,Hatchback,"45,000",Manual,1,1st Owner,Hyundai,Hyundai Santro,2019,6672,Sportz CNG BSIV,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Third Party insurance,CNG,5 Seats,"45,000 Kms",First Owner,1086 cc,Manual,2019,HR26,30.48 km/kg,1086 CC,58bhp,84.33Nm,,5,Grey,,1086,58bhp@5500rpm,84.33Nm@4500 rpm,4.0,3.0,,No,DOHC,No,,,3610 mm,1645 mm,1560 mm,2400 mm,1070,,1463 mm,1481 mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,235,,,,Delhi
